Security Name,Cusip,Ticker,Bet Size Ind,Active Bet In/Out Indicator,Total Relative Contribution - Actual,Actual Relative Average Weight,MSCI/S&P Sector
OPKO HEALTH INC,68375N103,OPK,OVWT0.0TO0.5,OUTBM,-0.37046071,0.02508525,HEALTH CARE
KLA TENCOR CORP,482480100,KLAC,UNWT-0.5TO0.0,NEGBET,-0.37540267,-0.07184626,INFORMATION TECHNOLOGY
AON PLC,45E99D228,AON,UNWT-0.5TO0.0,NEGBET,-0.37853407,-0.15189539,FINANCIALS
UNIVAR INC,91336L107,UNVR,OVWT0.0TO0.5,OUTBM,-0.3829357,0.07454836,INDUSTRIALS
PENTAIR PLC,47T99J225,PNR,UNWT-0.5TO0.0,NEGBET,-0.38523176,-0.04992965,INDUSTRIALS
KINDER MORGAN INC,49456B101,KMI,UNWT-0.5TO0.0,NEGBET,-0.38835635,-0.20181952,ENERGY
SOFTBANK GROUP CORP,83999D225,*SOFT,OVWT0.0TO0.5,OUTBM,-0.38667725,0.0756026,TELECOMMUNICATION SERVICES
DOMINOS PIZZA INC,25754A201,DPZ,OVWT0.0TO0.5,OUTBM,-0.40106145,0.14001336,CONSUMER DISCRETIONARY
INTERCONTINENTAL EXCHANGE INC,45866F104,ICE,UNWT-0.5TO0.0,INBM-,-0.40557375,-0.06869372,FINANCIALS
STANLEY BLACK & DECKER INC,854502101,SWK,UNWT-0.5TO0.0,NEGBET,-0.41853655,-0.09680287,INDUSTRIALS
IDEXX LABS INC,45168D104,IDXX,UNWT-0.5TO0.0,NEGBET,-0.41945525,-0.06584196,HEALTH CARE
EATON CORP PLC,48F999220,ETN,UNWT-0.5TO0.0,INBM-,-0.42444085,-0.11392541,INDUSTRIALS
BLUE APRON HOLDINGS INC SER D,75D991230,BAI+D.PP,OVWT0.0TO0.5,OUTBM,-0.42573872,0.06001319,ONSUMER STAPLES
EXPEDIA INC,30212P303,EXPE,UNWT-0.5TO0.0,NEGBET,-0.43380649,-0.07479578,CONSUMER DISCRETIONARY
ADVANCED MICRO DEVICES INC,007903107,AMD,UNWT-0.5TO0.0,NEGBET,-0.43800666,-0.022967,INFORMATION TECHNOLOGY
NORTHROP GRUMMAN CORP,666807102,NOC,OVWT0.0TO0.5,INBM+,-0.43889198,0.10157901,INDUSTRIALS
APPLE INC,037833100,AAPL,UNWT-0.5TO0.0,INBM-,-0.53426404,-0.13036869,INFORMATION TECHNOLOGY
COSTCO WHOLESALE CORP,22160K105,COST,OVWT0.0TO0.5,INBM+,-0.44302103,0.06636155,ONSUMER STAPLES
DR PEPPER SNAPPLE GROUP,26138E109,DPS,UNWT-0.5TO0.0,NEGBET,-0.45094787,-0.08619204,ONSUMER STAPLES
PVH CORP,693656100,PVH,UNWT-0.5TO0.0,NEGBET,-0.46329829,-0.03678743,CONSUMER DISCRETIONARY
CABOT OIL & GAS CORP,127097103,COG,UNWT-0.5TO0.0,NEGBET,-0.46689128,-0.05255239,ENERGY
VF CORP,918204108,VFC,UNWT-0.5TO0.0,NEGBET,-0.47281213,-0.08717848,CONSUMER DISCRETIONARY
HENRY SCHEIN INC,806407102,HSIC,OVWT0.0TO0.5,INBM+,-0.47529259,0.45137076,HEALTH CARE
UNITED PARCEL SERVICE INC CL B,911312106,UPS,UNWT-0.5TO0.0,NEGBET,-0.48400669,-0.36051209,INDUSTRIALS
ZIMMER BIOMET HLDGS INC,98956P102,ZBH,UNWT-0.5TO0.0,NEGBET,-0.51031703,-0.1180233,HEALTH CARE
EAGLE MATERIALS INC,26969P108,EXP,OVWT0.0TO0.5,OUTBM,-0.51415424,0.05113696,MATERIALS
HP INC,40434L105,HPQ,UNWT-0.5TO0.0,NEGBET,-0.52416861,-0.14553478,INFORMATION TECHNOLOGY
DARDEN RESTAURANTS INC,237194105,DRI,UNWT-0.5TO0.0,INBM-,-0.52744903,-0.04557094,CONSUMER DISCRETIONARY
CERNER CORP,156782104,CERN,UNWT-0.5TO0.0,NEGBET,-0.55098476,-0.08264887,HEALTH CARE
DELPHI AUTOMOTIVE PLC,43N99R222,DLPH,UNWT-0.5TO0.0,NEGBET,-0.57263971,-0.10477722,CONSUMER DISCRETIONARY
VIACOM INC CL B,92553P201,VIAB,UNWT-0.5TO0.0,NEGBET,-0.57286751,-0.07434948,CONSUMER DISCRETIONARY
CARNIVAL CORP,143658300,CCL,UNWT-0.5TO0.0,NEGBET,-0.60176615,-0.11804557,CONSUMER DISCRETIONARY
LILLY (ELI) & CO,532457108,LLY,UNWT-0.5TO0.0,NEGBET,-0.60391875,-0.40159617,HEALTH CARE
WILLIAMS COMPANIES INC,969457100,WMB,UNWT-0.5TO0.0,NEGBET,-0.62082548,-0.11616039,ENERGY
MOTOROLA SOLUTIONS INC,620076307,MSI,UNWT-0.5TO0.0,NEGBET,-0.62659558,-0.06714343,INFORMATION TECHNOLOGY
GENMAB AS,37299V228,*GNMB,OVWT0.0TO0.5,OUTBM,-0.62016865,0.12041338,HEALTH CARE
M&T BANK CORP,55261F104,MTB,OVWT0.0TO0.5,INBM+,-0.64630609,0.08925884,FINANCIALS
CENTENNIAL RESOURCE DEV INC,A09649,CDEV.PIP,OVWT0.0TO0.5,OUTBM,-0.65625887,0.25790253,ENERGY
CHUBB LTD,00499G920,CB,OVWT0.5TO1.0,INBM+,-0.65846837,0.63587426,FINANCIALS
CBS CORP CL B,124857202,CBS,UNWT-0.5TO0.0,NEGBET,-0.67140792,-0.12417952,CONSUMER DISCRETIONARY
INTREXON CORP,46122T102,XON,OVWT0.0TO0.5,OUTBM,-0.68015708,0.05831432,HEALTH CARE
TEXAS INSTRUMENTS INC,882508104,TXN,UNWT-0.5TO0.0,INBM-,-0.71775753,-0.13128327,INFORMATION TECHNOLOGY
WYNN RESORTS LTD,983134107,WYNN,UNWT-0.5TO0.0,NEGBET,-0.72174251,-0.04157322,CONSUMER DISCRETIONARY
FMC CORP NEW,302491303,FMC,UNWT-0.5TO0.0,INBM-,-0.72573106,-0.02849933,MATERIALS
MCDONALDS CORP,580135101,MCD,UNWT-1.0TO-0.5,NEGBET,-0.73804644,-0.52129935,CONSUMER DISCRETIONARY
HEWLETT PACKARD ENTERPRISE CO,42824C109,HPE,UNWT-0.5TO0.0,NEGBET,-0.75992864,-0.18665343,INFORMATION TECHNOLOGY
BEST BUY CO INC,086516101,BBY,UNWT-0.5TO0.0,INBM-,-0.77190446,-0.04776443,CONSUMER DISCRETIONARY
REYNOLDS AMERICAN INC,761713106,RAI,UNWT-0.5TO0.0,NEGBET,-0.77678205,-0.25061961,ONSUMER STAPLES
WESTERN DIGITAL CORP,958102105,WDC,UNWT-0.5TO0.0,NEGBET,-0.86808356,-0.10865535,INFORMATION TECHNOLOGY
TWILIO INC CLASS A,74R99N222,TWLO,OVWT0.0TO0.5,OUTBM,-0.86943675,0.09095357,INFORMATION TECHNOLOGY
EQUINIX INC,29444U700,EQIX,UNWT-0.5TO0.0,NEGBET,-0.87886234,-0.13646574,REAL ESTATE
UNITEDHEALTH GROUP INC,91324P102,UNH,OVWT1.5TO3.0,INBM+,-0.85271125,1.6811252,HEALTH CARE
DOW CHEMICAL CO,260543103,DOW,UNWT-0.5TO0.0,NEGBET,-0.92484727,-0.3502207,MATERIALS
METRO BANK PLC W/I,ADA541000,*MTRO,OVWT0.0TO0.5,OUTBM,-0.97868682,0.23057259,FINANCIALS
MONSTER BEVERAGE CORP,61174X109,MNST,UNWT-0.5TO0.0,INBM-,-0.9851096,-0.0772758,ONSUMER STAPLES
WAL MART STORES INC,931142103,WMT,UNWT-1.0TO-0.5,NEGBET,-1.1580817,-0.51983326,ONSUMER STAPLES
B2GOLD CORPORATION,11777Q209,BTO.TO,OVWT0.0TO0.5,OUTBM,-1.152499,0.14579393,MATERIALS
EXXON MOBIL CORP,30231G102,XOM,UNWT-3.0TO-1.5,NEGBET,-1.2362419,-1.6711966,ENERGY
NIKE INC CL B,654106103,NKE,OVWT0.5TO1.0,INBM+,-1.2301885,0.51168086,CONSUMER DISCRETIONARY
COCA COLA CO,191216100,KO,UNWT-1.0TO-0.5,INBM-,-1.2843621,-0.67054445,ONSUMER STAPLES
CONOCOPHILLIPS,20825C104,COP,UNWT-0.5TO0.0,NEGBET,-1.3832726,-0.28161896,ENERGY
AMERICAN TOWER CORP,03027X100,AMT,UNWT-0.5TO0.0,INBM-,-1.4021167,-0.24341811,REAL ESTATE
HD SUPPLY HLDGS INC,40416M105,HDS,OVWT0.0TO0.5,OUTBM,-1.435396,0.30765535,INDUSTRIALS
PEPSICO INC,713448108,PEP,UNWT-1.0TO-0.5,NEGBET,-1.491778,-0.77931848,ONSUMER STAPLES
US BANCORP DEL,902973304,USB,OVWT0.0TO0.5,INBM+,-1.9249703,0.31321071,FINANCIALS
TWENTY-FIRST CENTY FOX INC,90130A,FOXA,UNWT-0.5TO0.0,NEGBET,-1.9917486,-0.23319074,CONSUMER DISCRETIONARY
VERTEX PHARMACEUTICALS INC,92532F100,VRTX,UNWT-0.5TO0.0,NEGBET,-2.2986844,-0.11316387,HEALTH CARE
ABBVIE INC,00287Y109,ABBV,UNWT-1.0TO-0.5,NEGBET,-2.6150491,-0.51451504,HEALTH CARE
TESARO INC,881569107,TSRO,OVWT0.0TO0.5,OUTBM,-2.7496059,0.12895449,HEALTH CARE
MICRON TECHNOLOGY INC,595112103,MU,UNWT-0.5TO0.0,NEGBET,-2.7889175,-0.13313178,INFORMATION TECHNOLOGY
NUTANIX INC,70M997,NBTA.TMP,OVWT0.0TO0.5,OUTBM,-2.7940547,0.05930746,INFORMATION TECHNOLOGY
ORACLE CORP,68389X105,ORCL,UNWT-1.0TO-0.5,NEGBET,-2.9213854,-0.64510335,INFORMATION TECHNOLOGY
JOHNSON & JOHNSON,478160104,JNJ,UNWT-3.0TO-1.5,NEGBET,-2.9600662,-1.6787293,HEALTH CARE
SOUTHWEST AIRLINES CO,844741108,LUV,OVWT0.0TO0.5,INBM+,-3.3218054,0.43882761,INDUSTRIALS
LOWES COS INC,548661107,LOW,UNWT-0.5TO0.0,NEGBET,-3.3367338,-0.34830404,CONSUMER DISCRETIONARY
PHILIP MORRIS INTL INC,718172109,PM,UNWT-1.0TO-0.5,NEGBET,-3.4440297,-0.85140509,ONSUMER STAPLES
WELLS FARGO & CO,949746101,WFC,OVWT1.0TO1.5,INBM+,-4.9782462,1.2521635,FINANCIALS
BERKSHIRE HATHAWAY INC DEL,084670,BRK.A,OVWT3.0,INBM+,-10.898889,3.7049329,FINANCIALS
